,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,time_stamp
5,3408,USDC,USDC,usd-coin,22753,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'solana-ecosystem', 'hedera-hashgraph-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'base-ecosystem', 'fiat-stablecoin']",,34831970071.53516,34831970071.53516,False,,6,,,,2024-10-30T18:53:00.000Z,0.9998236119692563,8062646517.475204,-15.2544,-0.00942075,-0.01263904,0.01289129,-0.00320882,-0.03748844,-0.01326329,34825826128.927315,1.4342,34825826128.93,,2024-10-30T18:53:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-10-30 19:54:35.962343
6,52,XRP,XRP,xrp,1413,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,56811862950.0,99987068281.0,False,,7,,,,2024-10-30T18:53:00.000Z,0.522968710752146,974780894.3096513,-7.4676,0.02837743,-1.32529608,1.33576105,-15.71841253,-7.67264447,-8.90717835,29710826722.38911,1.2235,52296871075.21,,2024-10-30T18:53:00.000Z,,,,,,2024-10-30 19:54:35.962343
7,74,Dogecoin,DOGE,dogecoin,1090,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,146585706383.7053,146585706383.7053,True,,8,,,,2024-10-30T18:53:00.000Z,0.1678023818710605,2733493615.7109194,-33.8416,0.57558618,-4.38606396,23.51009486,42.23438937,64.84114774,48.07154332,24597430679.437668,1.014,24597430679.44,,2024-10-30T18:53:00.000Z,,,,,,2024-10-30 19:54:35.962343
8,1958,TRON,TRX,tron,1059,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,86468085484.5589,86468105006.81549,True,,9,71659659264.0,12117858579.342867,,2024-10-30T18:53:00.000Z,0.169102933279374,394837449.37298864,0.0389,0.0445707,1.97652893,6.14213139,8.10410941,7.15668879,32.73485952,14622006890.490572,0.6022,14622010191.76,,2024-10-30T18:53:00.000Z,,,,,,2024-10-30 19:54:35.962343
9,11419,Toncoin,TON,toncoin,589,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,2543861752.5296736,5114176361.919842,True,,10,3414166606.0,17029273528.68456,,2024-10-30T18:53:00.000Z,4.987827336474323,215457521.96092394,12.3079,0.19004007,-2.69676932,-1.42158464,-14.59820972,-7.50414134,-25.22166603,12688343189.478987,0.5225,25508628661.53,,2024-10-30T18:53:00.000Z,,,,,,2024-10-30 19:54:35.962343
10,2010,Cardano,ADA,cardano,1310,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,34986894172.872856,44995214670.62046,False,,11,,,,2024-10-30T18:53:00.000Z,0.35592036056763954,315504983.14061415,6.1085,0.09662934,0.53382216,2.72772931,-6.38331299,2.56389949,-3.82524553,12452547989.150753,0.5128,16016416225.54,,2024-10-30T18:53:00.000Z,,,,,,2024-10-30 19:54:35.962343
11,5994,Shiba Inu,SHIB,shiba-inu,895,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589266950852374.1,589518257425243.2,False,,12,,,,2024-10-30T18:53:00.000Z,1.8467178998261716e-05,524533148.0024494,-32.2418,0.12690546,-4.22496667,6.82941362,3.54421344,33.69627195,23.11997164,10882098259.150682,0.4492,10886739182.62,,2024-10-30T18:53:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-10-30 19:54:35.962343
12,5805,Avalanche,AVAX,avalanche,796,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'real-world-assets', 'layer-1']",715748719.0,407083577.53563964,447086677.53563964,False,,13,,,,2024-10-30T18:53:00.000Z,26.213949851732966,268070397.77268058,-5.2115,0.13481503,-3.04641922,-0.05962663,-6.87706995,15.73702585,8.28172762,10671268486.983307,0.4399,18762601026.31,,2024-10-30T18:53:00.000Z,,,,,,2024-10-30 19:54:35.962343
13,1975,Chainlink,LINK,chainlink,1870,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",,626849970.4527867,1000000000.0,False,,14,,,,2024-10-30T18:53:00.000Z,12.221447825481782,316912888.50527626,18.91,0.11271649,4.98942189,10.183438,2.17763717,11.02878973,0.1405804,7661014208.2935295,0.3158,12221447825.48,,2024-10-30T18:53:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2024-10-30 19:54:35.962343
14,1831,Bitcoin Cash,BCH,bitcoin-cash,939,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'bitcoin-ecosystem', 'layer-1']",21000000.0,19781468.75,19781468.75,False,,15,,,,2024-10-30T18:53:00.000Z,372.6412828456426,379119369.8329256,-13.8227,0.54342121,-3.43345142,8.83416212,8.92334764,15.50475217,-4.57626378,7371391891.57099,0.3039,7825466939.76,,2024-10-30T18:53:00.000Z,,,,,,2024-10-30 19:54:35.962343
0,1,Bitcoin,BTC,bitcoin,11793,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19775634.0,19775634.0,False,,1,,,,2024-10-31T06:39:00.000Z,72225.70477589198,38330184137.91899,-28.0965,-0.08179698,-0.29028651,7.27265331,12.9610363,24.19926318,12.59866813,1428309103040.0918,58.96,1516739800293.73,,2024-10-31T06:39:00.000Z,,,,,,2024-10-31 07:41:25.654996
1,1027,Ethereum,ETH,ethereum,9469,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'layer-1', 'ftx-bankruptcy-estate']",,120407556.52332368,120407556.52332368,True,,2,,,,2024-10-31T06:39:00.000Z,2642.50109440099,21074695034.288475,1.0929,-0.13687637,-0.81079425,3.42453301,-0.0843803,6.91276299,-15.93262901,318177099887.0319,13.1342,318177099887.03,,2024-10-31T06:39:00.000Z,,,,,,2024-10-31 07:41:25.654996
2,825,Tether USDt,USDT,tether,102015,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,120573513104.30202,122337925861.38162,True,,3,,,,2024-10-31T06:39:00.000Z,0.9996834614885157,65461766274.71826,-18.5163,0.00821507,-0.00678337,0.07966496,0.00943547,-0.01871745,0.03730915,120535346943.93954,4.9756,122299201196.43,,2024-10-31T06:39:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-10-31 07:41:25.654996
3,1839,BNB,BNB,bnb,2273,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,145930905.1881206,145930905.1881206,False,,4,,,,2024-10-31T06:39:00.000Z,589.2422413500503,1634967277.009401,-10.0631,-0.37159115,-2.34608172,-0.60231326,1.31701446,13.64766431,3.97928163,85988653655.28987,3.5496,85988653655.29,,2024-10-31T06:39:00.000Z,,,,,,2024-10-31 07:41:25.654996
4,5426,Solana,SOL,solana,776,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,470394824.05839276,587532287.0781088,True,,5,,,,2024-10-31T06:39:00.000Z,174.4476371068287,2651407341.2343993,-20.9592,-0.54788129,-2.72219289,0.58693316,11.5371121,31.8975703,8.48914516,82059265564.26903,3.3879,102493619204.75,,2024-10-31T06:39:00.000Z,,,,,,2024-10-31 07:41:25.654996
5,3408,USDC,USDC,usd-coin,22760,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'solana-ecosystem', 'hedera-hashgraph-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'base-ecosystem', 'fiat-stablecoin']",,35079810502.80796,35079810502.80796,False,,6,,,,2024-10-31T06:39:00.000Z,0.9999172209581612,7094134867.576547,-20.06,0.00171078,-0.01295185,0.00503444,0.00109163,0.00148494,-0.00478689,35076906629.70665,1.4482,35076906629.71,,2024-10-31T06:39:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-10-31 07:41:25.654996
6,52,XRP,XRP,xrp,1413,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,56811862950.0,99987068281.0,False,,7,,,,2024-10-31T06:39:00.000Z,0.5191510598945069,849133030.6368374,-17.7111,-0.20629896,-1.26515184,-2.15486198,-16.39843026,-6.77594837,-7.72704626,29493938865.07397,1.2177,51915105989.45,,2024-10-31T06:39:00.000Z,,,,,,2024-10-31 07:41:25.654996
7,74,Dogecoin,DOGE,dogecoin,1090,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,146592576383.70523,146592576383.70523,True,,8,,,,2024-10-31T06:39:00.000Z,0.17084512696650736,2056408445.5586305,-37.5474,-1.01390553,-2.19222497,22.26111842,44.22592218,72.2385304,48.10521759,25044627324.621548,1.0337,25044627324.62,,2024-10-31T06:39:00.000Z,,,,,,2024-10-31 07:41:25.654996
8,1958,TRON,TRX,tron,1059,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,86467555932.58647,86467567835.06398,True,,9,71659659264.0,12129452376.019331,,2024-10-31T06:39:00.000Z,0.1692647230059167,368590128.69470066,-10.8335,-0.03182164,1.28599906,3.71818668,8.13922751,8.35311553,32.53252199,14635906903.927858,0.6043,14635908918.6,,2024-10-31T06:39:00.000Z,,,,,,2024-10-31 07:41:25.654996
9,11419,Toncoin,TON,toncoin,589,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,2543895802.0909915,5114210767.805528,True,,10,3414166606.0,16887246891.478804,,2024-10-31T06:39:00.000Z,4.946228125423474,194232010.05945194,-4.0954,-0.37066088,-2.20952228,-4.2005017,-14.82369536,-8.15688609,-24.38964008,12582688964.44917,0.5194,25296053139.06,,2024-10-31T06:39:00.000Z,,,,,,2024-10-31 07:41:25.654996
10,2010,Cardano,ADA,cardano,1310,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,34986894172.872856,44995214670.62046,False,,11,,,,2024-10-31T06:39:00.000Z,0.3556489339198063,248423114.24238306,-18.4525,-0.19284121,-1.16289686,1.17551514,-7.20209472,4.08255296,-5.90120592,12443051613.747314,0.5137,16004202026.39,,2024-10-31T06:39:00.000Z,,,,,,2024-10-31 07:41:25.654996
11,5994,Shiba Inu,SHIB,shiba-inu,895,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589266949967092.9,589518256539962.1,False,,12,,,,2024-10-31T06:39:00.000Z,1.8587679169160866e-05,351952292.5231525,-51.0842,-0.42779976,-2.43404868,3.79259118,0.45815161,36.61226633,21.42019261,10953105010.97829,0.4521,10957776216.93,,2024-10-31T06:39:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-10-31 07:41:25.654996
12,5805,Avalanche,AVAX,avalanche,796,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'real-world-assets', 'layer-1']",715748719.0,407099943.96186405,447103043.96186405,False,,13,,,,2024-10-31T06:39:00.000Z,25.875633294868027,227708628.73252794,-9.1113,-0.53302812,-2.91831965,-4.62620643,-9.62096011,17.22409957,4.44192139,10533968864.318518,0.4348,18520451384.12,,2024-10-31T06:39:00.000Z,,,,,,2024-10-31 07:41:25.654996
13,1975,Chainlink,LINK,chainlink,1870,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",,626849970.4527867,1000000000.0,False,,14,,,,2024-10-31T06:39:00.000Z,12.22380521605625,311511881.7627756,14.8314,-0.14936854,1.47127235,7.08584555,0.16235797,12.68226869,-1.91883652,7662491938.505481,0.3163,12223805216.06,,2024-10-31T06:39:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2024-10-31 07:41:25.654996
14,1831,Bitcoin Cash,BCH,bitcoin-cash,939,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'bitcoin-ecosystem', 'layer-1']",21000000.0,19781662.5,19781662.5,False,,15,,,,2024-10-31T06:39:00.000Z,372.62078367408327,378700993.02973306,9.3603,0.57643848,-2.25732787,4.51002455,7.75118977,16.73487758,-6.8041701,7371058583.126225,0.3042,7825036457.16,,2024-10-31T06:39:00.000Z,,,,,,2024-10-31 07:41:25.654996
0,1,Bitcoin,BTC,bitcoin,11793,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19775634.0,19775634.0,False,,1,,,,2024-10-31T06:41:00.000Z,72232.96113617858,38386561734.40908,-27.9388,-0.09693216,-0.23233312,7.23520916,12.97845328,24.18689415,12.58538169,1428452602165.2917,58.9576,1516892183859.75,,2024-10-31T06:41:00.000Z,,,,,,2024-10-31 07:42:27.097179
1,1027,Ethereum,ETH,ethereum,9469,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'layer-1', 'ftx-bankruptcy-estate']",,120407556.52332368,120407556.52332368,True,,2,,,,2024-10-31T06:41:00.000Z,2641.7972886743837,21069743912.079662,0.9676,-0.20325073,-0.79844196,3.36906246,-0.07422325,6.86258808,-15.97611551,318092356359.2241,13.1289,318092356359.22,,2024-10-31T06:41:00.000Z,,,,,,2024-10-31 07:42:27.097179
