State,LGA,Ward,PU-Code,PU-Name,Address,Accredited_Voters,Registered_Voters,Results_Found,Transcription_Count,Result_Sheet_Stamped,Result_Sheet_Corrected,Result_Sheet_Invalid,Result_Sheet_Unclear,Result_Sheet_Unsigned,APC,LP,PDP,NNPP,Results_File,Latitude,Longitude
EKITI,ADO EKITI,ADO 'A'  IDOFIN,13-01-01-001,"IN FRONT OF UDE'S HOUSE / OGBON IGBARA , IDOFIN ST.","IN FRONT OF UDE'S HOUSE / OGBON IGBARA , IDOFIN ST. ADO 'A'  IDOFIN ADO EKITI EKITI",199,715,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/01/pu/001/001-1677423051.pdf,7.6124134,5.2289467
EKITI,ADO EKITI,ADO 'A'  IDOFIN,13-01-01-002,"A. U. D. PRY. SCH. / IRO ST. , ODE ONA","A. U. D. PRY. SCH. / IRO ST. , ODE ONA ADO 'A'  IDOFIN ADO EKITI EKITI",133,373,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/01/pu/002/002-1677420401.pdf,7.6098192,5.2292777
EKITI,ADO EKITI,ADO 'A'  IDOFIN,13-01-01-003,A. U. D. PRY. SCH. / ODO IMOBUN,A. U. D. PRY. SCH. / ODO IMOBUN ADO 'A'  IDOFIN ADO EKITI EKITI,132,524,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3345/ward/20322/pu/36698/36698-1677477598.pdf,7.6105516,5.2257586
EKITI,ADO EKITI,ADO 'A'  IDOFIN,13-01-01-005,IN FRONT OF FATHER BLESSING 'S HOUSE / AGRIC. ELEJOKA'S COMP.,IN FRONT OF FATHER BLESSING 'S HOUSE / AGRIC. ELEJOKA'S COMP. ADO 'A'  IDOFIN ADO EKITI EKITI,229,893,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,161,19,39,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/01/pu/005/005-1677416986.pdf,7.6162348,5.2292269
EKITI,ADO EKITI,ADO 'A'  IDOFIN,13-01-01-007,"ST. PATRICK PRY. SCH. MATTHEW ST. / ILARO, MATHEW","ST. PATRICK PRY. SCH. MATTHEW ST. / ILARO, MATHEW ADO 'A'  IDOFIN ADO EKITI EKITI",193,750,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,131,14,40,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/01/pu/007/007-1677410287.pdf,7.6160901,5.2280129
EKITI,ADO EKITI,ADO 'A'  IDOFIN,13-01-01-008,IN FRONT OF ODOFIN'S HOUSE / ODOFIN COMP.,IN FRONT OF ODOFIN'S HOUSE / ODOFIN COMP. ADO 'A'  IDOFIN ADO EKITI EKITI,219,987,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,153,11,50,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/01/pu/008/008-1677414059.pdf,7.6098192,5.2292777
EKITI,ADO EKITI,ADO 'A'  IDOFIN,13-01-01-009,IN FRONT OF EGBEDI'S HOUSE / EGBEDI'S COMP.,IN FRONT OF EGBEDI'S HOUSE / EGBEDI'S COMP. ADO 'A'  IDOFIN ADO EKITI EKITI,171,544,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,102,11,49,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/01/pu/009/009-1677425360.pdf,7.6098192,5.2292777
EKITI,ADO EKITI,ADO 'A'  IDOFIN,13-01-01-010,IN FRONT OF FAEJI'S HOUSE / FAEJI'S COMP.,IN FRONT OF FAEJI'S HOUSE / FAEJI'S COMP. ADO 'A'  IDOFIN ADO EKITI EKITI,193,829,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,133,19,27,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/01/pu/010/010-1677423287.pdf,7.6098192,5.2292777
EKITI,ADO EKITI,ADO 'A'  IDOFIN,13-01-01-011,IN FRONT OF PA JEGEDE'S HOUSE / CHIEF EMILA'S COMP.,IN FRONT OF PA JEGEDE'S HOUSE / CHIEF EMILA'S COMP. ADO 'A'  IDOFIN ADO EKITI EKITI,139,543,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,85,6,47,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/01/pu/011/011-1677417062.pdf,7.6098192,5.2292777
EKITI,ADO EKITI,ADO 'B'  INISA,13-01-02-001,"IN FRONT OF OISA FAMILY'S HOUSE / OISA , OKE INISA COMP.","IN FRONT OF OISA FAMILY'S HOUSE / OISA , OKE INISA COMP. ADO 'B'  INISA ADO EKITI EKITI",234,666,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,159,7,60,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3345/ward/20323/pu/36707/36707-1677749279.pdf,7.6157744,5.2312028
EKITI,ADO EKITI,ADO 'B'  INISA,13-01-02-002,IN FRONT OF CHIEF ELEMO'S COMP. / ODO INISA/EMINIO COMP.,IN FRONT OF CHIEF ELEMO'S COMP. / ODO INISA/EMINIO COMP. ADO 'B'  INISA ADO EKITI EKITI,225,701,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,168,1,47,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3345/ward/20323/pu/36708/36708-1677503364.pdf,7.6157744,5.2312028
EKITI,ADO EKITI,ADO 'B'  INISA,13-01-02-003,IN FRONT OF CHIEF ELEMO'S COMP. / ODO INISA/EMINIO COMP.,IN FRONT OF CHIEF ELEMO'S COMP. / ODO INISA/EMINIO COMP. ADO 'B'  INISA ADO EKITI EKITI,225,701,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,81,8,33,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3345/ward/20323/pu/36708/36708-1677503364.pdf,7.6157744,5.2312028
EKITI,ADO EKITI,ADO 'B'  INISA,13-01-02-004,"AT ODO ADO MARKET AREA / ODO ADO MARKET , IYERE","AT ODO ADO MARKET AREA / ODO ADO MARKET , IYERE ADO 'B'  INISA ADO EKITI EKITI",205,701,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,134,13,35,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/02/pu/004/004-1677413779.pdf,7.6160454,5.2338544
EKITI,ADO EKITI,ADO 'B'  INISA,13-01-02-005,IN FRONT OF ASAMO'S COMPOUND / ISAO ISAMO COMPOUND,IN FRONT OF ASAMO'S COMPOUND / ISAO ISAMO COMPOUND ADO 'B'  INISA ADO EKITI EKITI,162,469,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,116,5,35,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3345/ward/20323/pu/36711/36711-1677515837.pdf,7.6176402,5.2527741
EKITI,ADO EKITI,ADO 'B'  INISA,13-01-02-006,"AROUND ORIMOLADE / EJEMU'S HOUSE, EJELU ILEGEMO COMP.","AROUND ORIMOLADE / EJEMU'S HOUSE, EJELU ILEGEMO COMP. ADO 'B'  INISA ADO EKITI EKITI",169,703,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,113,9,43,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/02/pu/006/006-1677409435.pdf,7.6176402,5.2527741
EKITI,ADO EKITI,ADO 'B'  INISA,13-01-02-007,IN FRONT OF AREMO'S PALACE / IREMO AREA,IN FRONT OF AREMO'S PALACE / IREMO AREA ADO 'B'  INISA ADO EKITI EKITI,206,655,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,159,5,32,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3345/ward/20323/pu/36713/36713-1677516093.pdf,7.6113061,5.2336097
EKITI,ADO EKITI,ADO 'B'  INISA,13-01-02-008,AT ODO ADO GRAMMAR SCH. / ADO GRAMMAR SCH.,AT ODO ADO GRAMMAR SCH. / ADO GRAMMAR SCH. ADO 'B'  INISA ADO EKITI EKITI,445,1706,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,259,78,70,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3345/ward/20323/pu/36714/36714-1677516292.pdf,7.6133017,5.248531
EKITI,ADO EKITI,ADO 'B'  INISA,13-01-02-009,ST. PAULS ANG. PRY. SCH. / OWODE,ST. PAULS ANG. PRY. SCH. / OWODE ADO 'B'  INISA ADO EKITI EKITI,235,750,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,165,21,40,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3345/ward/20323/pu/36715/36715-1677516587.pdf,7.6115069,5.2368854
EKITI,ADO EKITI,ADO 'B'  INISA,13-01-02-010,"OLD YARWER COMP. / ADESOKAN , IGIRIGIRI RD.","OLD YARWER COMP. / ADESOKAN , IGIRIGIRI RD. ADO 'B'  INISA ADO EKITI EKITI",284,914,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,166,9,90,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3345/ward/20323/pu/36716/36716-1677486491.pdf,7.5537417,5.2615877
EKITI,ADO EKITI,ADO 'B'  INISA,13-01-02-011,AT THE BACK OF ODO ADO DISPENSARY / OLORUNSOGO AYINSOLA COMP.,AT THE BACK OF ODO ADO DISPENSARY / OLORUNSOGO AYINSOLA COMP. ADO 'B'  INISA ADO EKITI EKITI,237,786,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,160,21,46,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/02/pu/011/011-1677427534.pdf,7.642425,5.2273132
EKITI,ADO EKITI,ADO 'B'  INISA,13-01-02-012,ST. PAULS ANG. PRY. SCH. / OWODE COMP.,ST. PAULS ANG. PRY. SCH. / OWODE COMP. ADO 'B'  INISA ADO EKITI EKITI,172,750,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,119,11,36,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3345/ward/20323/pu/36718/36718-1677509420.pdf,7.6114661,5.2369402
EKITI,ADO EKITI,ADO 'C'  IDOLOFIN,13-01-03-001,IN FRONT OF OLOWOYO'S HOUSE / OLOWOYO COMP.,IN FRONT OF OLOWOYO'S HOUSE / OLOWOYO COMP. ADO 'C'  IDOLOFIN ADO EKITI EKITI,248,956,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,185,6,41,1,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/03/pu/001/001-1677416245.pdf,7.6191328,5.2410247
EKITI,ADO EKITI,ADO 'C'  IDOLOFIN,13-01-03-002,"ST. DAVID'S PRY SCH. OSUN / OKE IGBALA, OLUMAKINDE COMP.","ST. DAVID'S PRY SCH. OSUN / OKE IGBALA, OLUMAKINDE COMP. ADO 'C'  IDOLOFIN ADO EKITI EKITI",218,762,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,127,14,62,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/03/pu/002/002-1677408877.pdf,7.6191328,5.2410247
EKITI,ADO EKITI,ADO 'C'  IDOLOFIN,13-01-03-003,AT ELERE COMP. / ELERE COMP.,AT ELERE COMP. / ELERE COMP. ADO 'C'  IDOLOFIN ADO EKITI EKITI,181,774,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,108,14,42,2,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/03/pu/003/003-1677415190.pdf,7.6191328,5.2410247
EKITI,ADO EKITI,ADO 'C'  IDOLOFIN,13-01-03-004,"IN FRONT OF AIYINRINSIN COMP. / AIYIRINSIN, IMAYO COMP.","IN FRONT OF AIYINRINSIN COMP. / AIYIRINSIN, IMAYO COMP. ADO 'C'  IDOLOFIN ADO EKITI EKITI",144,597,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,103,7,3,27,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/03/pu/004/004-1677422086.pdf,7.6186417,5.2254523
EKITI,ADO EKITI,ADO 'C'  IDOLOFIN,13-01-03-005,ST. GEORGE'S PRY. SCH. / OLOGUNSUNJA,ST. GEORGE'S PRY. SCH. / OLOGUNSUNJA ADO 'C'  IDOLOFIN ADO EKITI EKITI,173,754,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,114,12,38,2,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/03/pu/005/005-1677425448.pdf,7.6191328,5.2410247
EKITI,ADO EKITI,ADO 'C'  IDOLOFIN,13-01-03-006,ST. GEORGE'S PRY. SCH. / ORODE,ST. GEORGE'S PRY. SCH. / ORODE ADO 'C'  IDOLOFIN ADO EKITI EKITI,184,670,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,140,10,26,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/03/pu/006/006-1677409778.pdf,7.6191328,5.2410247
EKITI,ADO EKITI,ADO 'C'  IDOLOFIN,13-01-03-007,IN FRONT OF EDEMO'S COMP. / EDEMO EGUNLUSI COMP.,IN FRONT OF EDEMO'S COMP. / EDEMO EGUNLUSI COMP. ADO 'C'  IDOLOFIN ADO EKITI EKITI,195,634,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,116,10,57,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/03/pu/007/007-1677413821.pdf,7.6191328,5.2410247
EKITI,ADO EKITI,ADO 'C'  IDOLOFIN,13-01-03-008,IN FRONT OF ELEWERE'S COMP. / ELEWERE OGUNREMI'S COMP.,IN FRONT OF ELEWERE'S COMP. / ELEWERE OGUNREMI'S COMP. ADO 'C'  IDOLOFIN ADO EKITI EKITI,168,647,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,135,14,14,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/03/pu/008/008-1677405953.pdf,7.6191328,5.2410247
EKITI,ADO EKITI,ADO 'C'  IDOLOFIN,13-01-03-009,IN FRONT OF ELEWERE'S COMP. / ELEWERE,IN FRONT OF ELEWERE'S COMP. / ELEWERE ADO 'C'  IDOLOFIN ADO EKITI EKITI,153,497,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,96,7,40,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/03/pu/009/009-1677423937.pdf,7.6191328,5.2410247
EKITI,ADO EKITI,ADO 'C'  IDOLOFIN,13-01-03-010,ST. GEORGE'S PRY. SCH. / ALAKETU LAWANI COMP.,ST. GEORGE'S PRY. SCH. / ALAKETU LAWANI COMP. ADO 'C'  IDOLOFIN ADO EKITI EKITI,152,597,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,110,19,21,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/03/pu/010/010-1677416804.pdf,7.6191328,5.2410247
EKITI,ADO EKITI,ADO 'C'  IDOLOFIN,13-01-03-011,"ANGLICAN PRY. SCHOOL / IDEMO, ARAROMI","ANGLICAN PRY. SCHOOL / IDEMO, ARAROMI ADO 'C'  IDOLOFIN ADO EKITI EKITI",169,587,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,135,7,27,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/03/pu/011/011-1677410951.pdf,7.6501089,5.2351458
EKITI,ADO EKITI,ADO 'C'  IDOLOFIN,13-01-03-012,"24, OWOLABI'S HOUSE / OWOLABI'S COMP.","24, OWOLABI'S HOUSE / OWOLABI'S COMP. ADO 'C'  IDOLOFIN ADO EKITI EKITI",219,525,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,161,8,38,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/03/pu/012/012-1677411994.pdf,7.6191328,5.2410247
EKITI,ADO EKITI,ADO 'C'  IDOLOFIN,13-01-03-013,IN FRONT OF MR. OGUNRINDE'S HOUSE / OLOKEMEJI'S COMP.,IN FRONT OF MR. OGUNRINDE'S HOUSE / OLOKEMEJI'S COMP. ADO 'C'  IDOLOFIN ADO EKITI EKITI,261,977,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,154,18,74,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/03/pu/013/013-1677410357.pdf,7.6142411,5.2418388
EKITI,ADO EKITI,ADO 'D' IJIGBO,13-01-04-001,ST. MICHEAL PRY. SCH. BK. I / WATER WKS. AREA I,ST. MICHEAL PRY. SCH. BK. I / WATER WKS. AREA I ADO 'D' IJIGBO ADO EKITI EKITI,442,2464,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,273,65,77,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3345/ward/20325/pu/36732/36732-1677498174.pdf,7.5964081,5.2214477
EKITI,ADO EKITI,ADO 'D' IJIGBO,13-01-04-002,ST. MICHEAL PRY. SCH. BK.II / WATER WKS. AREA II,ST. MICHEAL PRY. SCH. BK.II / WATER WKS. AREA II ADO 'D' IJIGBO ADO EKITI EKITI,386,1982,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,237,53,56,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3345/ward/20325/pu/36733/36733-1677519141.pdf,7.5964081,5.2214477
EKITI,ADO EKITI,ADO 'D' IJIGBO,13-01-04-004,IN FRONT OF OMESI MEDICINE STORE / OLOKUN COMP.,IN FRONT OF OMESI MEDICINE STORE / OLOKUN COMP. ADO 'D' IJIGBO ADO EKITI EKITI,195,798,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,144,22,23,1,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/04/pu/004/004-1677426245.pdf,7.6327744,5.2060349
EKITI,ADO EKITI,ADO 'D' IJIGBO,13-01-04-006,"AT THE BACK OF HIGH LIFE HOTEL / EJEMU, ELOMOBA COMP.","AT THE BACK OF HIGH LIFE HOTEL / EJEMU, ELOMOBA COMP. ADO 'D' IJIGBO ADO EKITI EKITI",153,708,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,101,7,33,1,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/04/pu/006/006-1677421353.pdf,7.5964081,5.2214477
EKITI,ADO EKITI,ADO 'D' IJIGBO,13-01-04-008,ST. JAMES PRY. SCH. / EKUTE AREA,ST. JAMES PRY. SCH. / EKUTE AREA ADO 'D' IJIGBO ADO EKITI EKITI,170,750,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,111,20,34,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/04/pu/008/008-1677418396.pdf,7.607037,5.2155715
EKITI,ADO EKITI,ADO 'D' IJIGBO,13-01-04-009,IN FRONT OF ADETADE HOSP. / OKE BOLA AREA,IN FRONT OF ADETADE HOSP. / OKE BOLA AREA ADO 'D' IJIGBO ADO EKITI EKITI,284,1249,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,196,24,58,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/04/pu/009/009-1677418431.pdf,7.6122486,5.2219905
EKITI,ADO EKITI,ADO 'D' IJIGBO,13-01-04-010,OPP. MARIA ASUMPTA HOSP. / UREJE AREA,OPP. MARIA ASUMPTA HOSP. / UREJE AREA ADO 'D' IJIGBO ADO EKITI EKITI,320,1131,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,182,45,72,1,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/04/pu/010/010-1677416829.pdf,7.5934832,5.2177656
EKITI,ADO EKITI,ADO 'D' IJIGBO,13-01-04-011,"OWENA BUS- STOP , OPP. LITTLE BY LITTLE / OWENA BANK AREA","OWENA BUS- STOP , OPP. LITTLE BY LITTLE / OWENA BANK AREA ADO 'D' IJIGBO ADO EKITI EKITI",141,639,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,97,22,19,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/04/pu/011/011-1677427037.pdf,7.5964081,5.2214477
EKITI,ADO EKITI,ADO 'D' IJIGBO,13-01-04-013,A.U.D. PRY. SCH. BK. II / IBUKUN OLU AREA,A.U.D. PRY. SCH. BK. II / IBUKUN OLU AREA ADO 'D' IJIGBO ADO EKITI EKITI,174,731,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,113,20,32,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/04/pu/013/013-1677419811.pdf,7.6498278,5.2306374
EKITI,ADO EKITI,ADO 'D' IJIGBO,13-01-04-014,"OKE ONIYO MARKET / OKE ONIYO, OKE ALAFIA AREA","OKE ONIYO MARKET / OKE ONIYO, OKE ALAFIA AREA ADO 'D' IJIGBO ADO EKITI EKITI",188,750,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,126,22,24,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3345/ward/20325/pu/36745/36745-1677497993.pdf,7.642,5.2086
EKITI,ADO EKITI,ADO 'D' IJIGBO,13-01-04-015,"ST. PAULS C.A.C. OPP. TOTAL / ST. PAULS C. A. C., AJILOSUN","ST. PAULS C.A.C. OPP. TOTAL / ST. PAULS C. A. C., AJILOSUN ADO 'D' IJIGBO ADO EKITI EKITI",146,750,TRUE,-1,FALSE,TRUE,TRUE,FALSE,UNKNOWN,0,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/04/pu/015/015-1677417298.pdf,7.6009733,5.2208777
EKITI,ADO EKITI,ADO 'D' IJIGBO,13-01-04-016,IN FRONT OF PA LAWAL'S HOUSE / OKE AGE ST.,IN FRONT OF PA LAWAL'S HOUSE / OKE AGE ST. ADO 'D' IJIGBO ADO EKITI EKITI,132,491,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,92,19,12,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/04/pu/016/016-1677416282.pdf,7.6204448,5.2265842
EKITI,ADO EKITI,ADO 'D' IJIGBO,13-01-04-017,IN FRONT OF ALAJA ADULOJU'S HOUSE / IBITOYE ADULOJU COMP.,IN FRONT OF ALAJA ADULOJU'S HOUSE / IBITOYE ADULOJU COMP. ADO 'D' IJIGBO ADO EKITI EKITI,127,437,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,109,6,8,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/04/pu/017/017-1677414498.pdf,7.603865,5.3305115
EKITI,ADO EKITI,ADO 'E' IJOKA,13-01-05-001,AT ODO OTU AREA / ODO OTU,AT ODO OTU AREA / ODO OTU ADO 'E' IJOKA ADO EKITI EKITI,162,816,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,109,10,35,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/05/pu/001/001-1677400606.pdf,7.6227063,5.22471
EKITI,ADO EKITI,ADO 'E' IJOKA,13-01-05-002,NEAR SLAUGHTER SLAB / SLAUGHTER SLAB,NEAR SLAUGHTER SLAB / SLAUGHTER SLAB ADO 'E' IJOKA ADO EKITI EKITI,129,599,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,90,13,25,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/05/pu/002/002-1677405998.pdf,7.6227063,5.22471
EKITI,ADO EKITI,ADO 'E' IJOKA,13-01-05-003,IN FRONT OF ELEJOKA'S PALACE / IJOKA AREA,IN FRONT OF ELEJOKA'S PALACE / IJOKA AREA ADO 'E' IJOKA ADO EKITI EKITI,236,822,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,179,3,38,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/05/pu/003/003-1677406454.pdf,7.6227063,5.22471
EKITI,ADO EKITI,ADO 'E' IJOKA,13-01-05-004,NEAR ODU'S COMP. HOUSE / ODU'S COMP. HOUSE   I,NEAR ODU'S COMP. HOUSE / ODU'S COMP. HOUSE   I ADO 'E' IJOKA ADO EKITI EKITI,96,406,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,65,5,21,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/05/pu/004/004-1677407965.pdf,7.6227063,5.22471
EKITI,ADO EKITI,ADO 'E' IJOKA,13-01-05-005,NEAR ODU'S COMP. HOUSE / ODU'S COMP. HOUSE   I,NEAR ODU'S COMP. HOUSE / ODU'S COMP. HOUSE   I ADO 'E' IJOKA ADO EKITI EKITI,96,406,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,94,5,18,1,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/05/pu/004/004-1677407965.pdf,7.6227063,5.22471
EKITI,ADO EKITI,ADO 'E' IJOKA,13-01-05-006,"FAJUYI GREAT HALL / IGBAMOTE, AAFIN AREA","FAJUYI GREAT HALL / IGBAMOTE, AAFIN AREA ADO 'E' IJOKA ADO EKITI EKITI",119,628,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,89,13,13,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/05/pu/006/006-1677405303.pdf,7.6272312,5.2201152
EKITI,ADO EKITI,ADO 'E' IJOKA,13-01-05-007,EREKESAN SHOPPING COMP. / EREKESAN MARKET,EREKESAN SHOPPING COMP. / EREKESAN MARKET ADO 'E' IJOKA ADO EKITI EKITI,114,558,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,96,7,7,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/05/pu/007/007-1677397118.pdf,7.6207631,5.2220169
EKITI,ADO EKITI,ADO 'E' IJOKA,13-01-05-008,IN FRONT OF AAFIN / OLD TOWN HALL AREA,IN FRONT OF AAFIN / OLD TOWN HALL AREA ADO 'E' IJOKA ADO EKITI EKITI,139,697,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,101,11,16,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/05/pu/008/008-1677408548.pdf,7.6227063,5.22471
EKITI,ADO EKITI,ADO 'E' IJOKA,13-01-05-009,NEAR NEW MOTOR PARK AREA,NEAR NEW MOTOR PARK AREA ADO 'E' IJOKA ADO EKITI EKITI,163,644,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,134,11,9,2,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/05/pu/009/009-1677409476.pdf,7.6234349,5.224278
EKITI,ADO EKITI,ADO 'E' IJOKA,13-01-05-011,IN FRONT OF ADESINA'S COMP. / AGBOWU,IN FRONT OF ADESINA'S COMP. / AGBOWU ADO 'E' IJOKA ADO EKITI EKITI,147,579,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,115,10,11,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/05/pu/011/011-1677416073.pdf,7.6227063,5.22471
